Read_ID	QUERY_LEN	REF_LEN	sDTW score: fwd-strand	sDTW score: rev-strand
279	read_b9a5e749-c4e8-474f-ba22-b8039a606277	2048	48128	271	220.375
280	read_ba87cbca-0277-4dc6-b98c-0bb98846a090	2048	48128	295	145.375
281	read_bc4387fa-3b55-4bc9-a2c9-dd3dc69376c8	2048	48128	198.75	287.25
282	read_bc6ed1f7-d584-486e-9397-50e251114998	2048	48128	221.625	116.438
283	read_bcae857c-e109-41ae-836a-5f01334eb23d	2048	48128	291	190.625
284	read_bcd60bfb-fda5-4133-9730-eff26aecf166	2048	48128	166.375	293
285	read_bd0a3bfc-cb9b-44e9-bfcf-de45b74fce48	2048	48128	297.25	116.062
286	read_bd4a1259-dfbf-4314-b7c9-e792fe827101	2048	48128	147	288.25
287	read_bddb85eb-b426-4c6d-9745-29cada6749c8	2048	48128	307.5	138.375
288	read_bdf75da0-0f48-4ff5-b578-20791f49b149	2048	48128	171.25	301.75
289	read_bf437a61-78b5-4b6e-91c2-bc568dacd4c9	2048	48128	156.5	297
290	read_c03102c9-2ddd-4894-8182-8487bd1b0477	2048	48128	187.125	278.5
291	read_c0d9315e-9229-4a73-9314-33554e1b45ca	2048	48128	132.625	284.25
292	read_c17e83e6-5a7c-4cc0-be8d-98b7bc3894eb	2048	48128	142	262.25
293	read_c230e105-bf9f-43ad-86bc-13f39d68bf51	2048	48128	291.25	304.75
294	read_c294f9f3-0aea-4357-858a-52df82f7e000	2048	48128	219.125	262
295	read_c2a8e985-3965-4393-83c4-bab5d5968ce9	2048	48128	277	129.75
296	read_c32eea6a-a62b-4475-9687-6bd1f224a9cd	2048	48128	177.125	310
297	read_c3b8d9ff-ff74-454d-9f0d-849c63420498	2048	48128	186.125	299.5
298	read_c4777ddf-64dd-4786-837b-70e4870676e0	2048	48128	245.75	135.75
299	read_c548f980-99a8-4c6e-9ea1-0f3592705b9f	2048	48128	284.5	354
300	read_c5c515d9-bcca-42c4-9e63-48d710001988	2048	48128	280.75	109.188
301	read_c65e84f5-d8e3-452c-afe3-e9dcbf96ebab	2048	48128	309.5	226.375
302	read_c6768aee-f139-410b-b3d1-8c8842973174	2048	48128	314	185
303	read_c7593a88-8fd4-4080-beaa-7c565a94cda8	2048	48128	125.562	216.125
304	read_c7850506-c513-465f-b490-cd7027678cf5	2048	48128	238.375	228.875
305	read_c7a317ce-e340-4434-aa0f-bc616bb49920	2048	48128	292.5	134.375
306	read_c7b49faa-cb5b-4507-b301-30249b3f9b0a	2048	48128	283	137.875
307	read_c7e34711-7d79-4f27-b7ae-0eb0d948bb53	2048	48128	286.5	109.438
